sender_account,receiver_account,transaction_count,total_amount,average_amount
ACC100798,ACC100081,1,520.27,520.27
ACC100798,ACC100115,1,209.83,209.83
ACC100798,ACC100118,1,18656.2,18656.2
ACC100798,ACC100150,1,921.23,921.23
ACC100798,ACC100198,1,403.28,403.28
ACC100798,ACC100285,1,1474.41,1474.41
ACC100798,ACC100301,1,178.44,178.44
ACC100798,ACC100519,1,1690.58,1690.58
ACC100798,ACC100564,1,3674.54,3674.54
ACC100798,ACC100811,1,500.72,500.72
ACC100798,ACC100951,1,800.35,800.35
ACC100798,ACC100984,1,3603.25,3603.25
ACC100799,ACC100144,1,1952.21,1952.21
ACC100799,ACC100228,1,6269.0,6269.0
ACC100799,ACC100240,1,2681.12,2681.12
ACC100799,ACC100245,1,515.36,515.36
ACC100799,ACC100368,1,10814.41,10814.41
ACC100799,ACC100646,1,403.2,403.2
ACC100799,ACC100709,1,785.15,785.15
ACC100799,ACC100733,1,2963.91,2963.91
ACC100799,ACC100746,1,701.01,701.01
ACC100799,ACC100846,1,2272.8,2272.8
ACC100799,ACC100865,1,1218.97,1218.97
ACC100799,ACC100943,1,386.71,386.71
ACC100800,ACC100027,1,1612.0,1612.0
ACC100800,ACC100162,1,319.65,319.65
ACC100800,ACC100174,1,146.12,146.12
ACC100800,ACC100229,1,1268.23,1268.23
ACC100800,ACC100234,1,4036.28,4036.28
ACC100800,ACC100251,1,584.76,584.76
ACC100800,ACC100613,1,454.33,454.33
ACC100800,ACC100709,1,207.95,207.95
ACC100800,ACC100820,1,1582.95,1582.95
ACC100801,ACC100020,1,3649.49,3649.49
ACC100801,ACC100367,1,187.61,187.61
ACC100801,ACC100591,1,3778.75,3778.75
ACC100801,ACC100668,1,286.8,286.8
ACC100801,ACC100716,1,906.5,906.5
ACC100801,ACC100746,1,2544.24,2544.24
ACC100801,ACC100915,1,1894.56,1894.56
ACC100801,ACC100991,1,1529.16,1529.16
ACC100801,ACC100994,1,1952.56,1952.56
ACC100802,ACC100098,1,162.3,162.3
ACC100802,ACC100360,1,299.6,299.6
ACC100802,ACC100458,1,654.12,654.12
ACC100802,ACC100563,1,412.65,412.65
ACC100802,ACC100595,1,701.87,701.87
ACC100802,ACC100603,1,582.46,582.46
ACC100802,ACC100604,1,285.62,285.62
ACC100802,ACC100707,1,892.19,892.19
ACC100802,ACC100859,1,5556.33,5556.33
ACC100802,ACC100915,1,364.74,364.74
ACC100803,ACC100015,1,917.04,917.04
ACC100803,ACC100176,1,197.43,197.43
ACC100803,ACC100249,1,8187.83,8187.83
ACC100803,ACC100281,1,9484.0,9484.0
ACC100803,ACC100331,1,7235.04,7235.04
ACC100803,ACC100349,1,665.14,665.14
ACC100803,ACC100445,1,1531.08,1531.08
ACC100803,ACC100590,1,4777.66,4777.66
ACC100803,ACC100702,1,3942.14,3942.14
ACC100803,ACC100718,1,9142.0,9142.0
ACC100803,ACC100877,1,224.41,224.41
ACC100804,ACC100029,1,1879.6,1879.6
ACC100804,ACC100085,1,526.62,526.62
ACC100804,ACC100599,1,233.49,233.49
ACC100804,ACC100741,1,538.48,538.48
ACC100804,ACC100791,1,7019.59,7019.59
ACC100804,ACC100818,1,1224.03,1224.03
ACC100804,ACC100875,1,834.6,834.6
ACC100804,ACC100907,1,1512.01,1512.01
ACC100805,ACC100017,1,1179.82,1179.82
ACC100805,ACC100185,1,1953.28,1953.28
ACC100805,ACC100210,1,23211.46,23211.46
ACC100805,ACC100299,1,345.92,345.92
ACC100805,ACC100329,1,1674.73,1674.73
ACC100805,ACC100420,1,327.86,327.86
ACC100805,ACC100473,1,1388.8,1388.8
ACC100805,ACC100593,1,1819.25,1819.25
ACC100805,ACC100639,1,5192.54,5192.54
ACC100805,ACC100646,1,563.93,563.93
ACC100805,ACC100656,1,385.22,385.22
ACC100805,ACC100704,1,3318.08,3318.08
ACC100805,ACC100754,1,6185.0,6185.0
ACC100805,ACC100780,1,1697.88,1697.88
ACC100805,ACC100855,1,841.69,841.69
ACC100806,ACC100013,1,1218.45,1218.45
ACC100806,ACC100070,1,149.38,149.38
ACC100806,ACC100124,1,157.98,157.98
ACC100806,ACC100142,1,13209.0,13209.0
ACC100806,ACC100146,1,8242.91,8242.91
ACC100806,ACC100186,1,2002.86,2002.86
ACC100806,ACC100231,1,3374.47,3374.47
ACC100806,ACC100238,1,7106.0,7106.0
ACC100806,ACC100258,1,880.93,880.93
ACC100806,ACC100318,1,2556.54,2556.54
ACC100806,ACC100434,1,3441.29,3441.29
ACC100806,ACC100444,1,1030.18,1030.18
ACC100806,ACC100461,1,588.0,588.0
ACC100806,ACC100492,1,492.25,492.25
ACC100806,ACC100575,1,2302.23,2302.23
ACC100806,ACC100639,1,2624.46,2624.46
ACC100806,ACC100645,1,2650.83,2650.83
ACC100806,ACC100651,1,3194.99,3194.99
ACC100806,ACC100673,1,3554.63,3554.63
ACC100806,ACC100781,1,4068.0,4068.0
ACC100806,ACC100919,1,321.1,321.1
ACC100807,ACC100070,1,680.97,680.97
ACC100807,ACC100260,1,2275.63,2275.63
ACC100807,ACC100324,1,494.81,494.81
ACC100807,ACC100434,1,11510.93,11510.93
ACC100807,ACC100921,1,1862.32,1862.32
ACC100807,ACC100982,1,11941.45,11941.45
ACC100808,ACC100152,1,1675.84,1675.84
ACC100808,ACC100172,1,2605.74,2605.74
ACC100808,ACC100218,1,114.43,114.43
ACC100808,ACC100226,1,1561.2,1561.2
ACC100808,ACC100266,1,468.27,468.27
ACC100808,ACC100376,1,651.44,651.44
ACC100808,ACC100586,1,3724.41,3724.41
ACC100808,ACC100591,1,522.58,522.58
ACC100808,ACC100633,1,3026.8,3026.8
ACC100808,ACC100635,1,512.54,512.54
ACC100808,ACC100690,1,368.75,368.75
ACC100808,ACC100728,1,5331.12,5331.12
ACC100808,ACC100813,1,1498.65,1498.65
ACC100808,ACC100896,1,23.92,23.92
ACC100808,ACC100982,1,851.41,851.41
ACC100808,ACC100999,1,1773.24,1773.24
ACC100809,ACC100257,1,3685.62,3685.62
ACC100809,ACC100296,1,495.86,495.86
ACC100809,ACC100391,1,5937.43,5937.43
ACC100809,ACC100466,1,4596.63,4596.63
ACC100809,ACC100644,1,113.16,113.16
ACC100809,ACC100933,1,2850.82,2850.82
ACC100810,ACC100089,1,7335.0,7335.0
ACC100810,ACC100112,1,120.74,120.74
ACC100810,ACC100169,1,939.66,939.66
ACC100810,ACC100202,1,351.27,351.27
ACC100810,ACC100237,1,1695.65,1695.65
ACC100810,ACC100496,1,626.49,626.49
ACC100810,ACC100612,1,444.16,444.16
ACC100810,ACC100656,1,2856.53,2856.53
ACC100810,ACC100679,1,1013.84,1013.84
ACC100810,ACC100705,1,5949.21,5949.21
ACC100810,ACC100867,1,2910.14,2910.14
ACC100810,ACC100899,1,196.87,196.87
ACC100811,ACC100086,1,300.61,300.61
ACC100811,ACC100286,1,317.04,317.04
ACC100811,ACC100309,1,1751.95,1751.95
ACC100811,ACC100553,1,105.49,105.49
ACC100811,ACC100718,1,766.63,766.63
ACC100811,ACC100770,1,203.37,203.37
ACC100811,ACC100961,1,965.58,965.58
ACC100811,ACC100989,1,4355.99,4355.99
ACC100812,ACC100030,1,7497.0,7497.0
ACC100812,ACC100118,1,495.04,495.04
ACC100812,ACC100208,1,110.42,110.42
ACC100812,ACC100425,1,18521.66,18521.66
ACC100812,ACC100520,1,501.34,501.34
ACC100812,ACC100784,1,1087.2,1087.2
ACC100813,ACC100102,1,249.05,249.05
ACC100813,ACC100194,1,2847.18,2847.18
ACC100813,ACC100216,1,1694.34,1694.34
ACC100813,ACC100397,1,4305.01,4305.01
ACC100813,ACC100444,1,1299.12,1299.12
ACC100813,ACC100596,1,826.71,826.71
ACC100813,ACC100607,1,3450.19,3450.19
ACC100813,ACC100747,1,3288.26,3288.26
ACC100813,ACC100848,1,1485.2,1485.2
ACC100813,ACC100908,1,314.4,314.4
ACC100813,ACC100948,1,220.95,220.95
ACC100813,ACC100993,1,2109.68,2109.68
ACC100814,ACC100059,1,433.61,433.61
ACC100814,ACC100329,1,789.63,789.63
ACC100814,ACC100341,1,4085.73,4085.73
ACC100814,ACC100494,1,2587.47,2587.47
ACC100814,ACC100551,1,7169.16,7169.16
ACC100814,ACC100708,1,586.23,586.23
ACC100814,ACC100918,1,864.92,864.92
ACC100814,ACC100995,1,3844.4,3844.4
ACC100815,ACC100007,1,7650.78,7650.78
ACC100815,ACC100089,1,287.83,287.83
ACC100815,ACC100150,1,2153.77,2153.77
ACC100815,ACC100298,1,6947.11,6947.11
ACC100815,ACC100440,1,409.89,409.89
ACC100815,ACC100483,1,1968.12,1968.12
ACC100815,ACC100514,1,251.46,251.46
ACC100815,ACC100661,1,115.52,115.52
ACC100815,ACC100769,1,2292.0,2292.0
ACC100815,ACC100816,1,1547.46,1547.46
ACC100815,ACC100887,1,340.13,340.13
ACC100816,ACC100008,1,342.29,342.29
ACC100816,ACC100030,1,5785.0,5785.0
ACC100816,ACC100036,1,2706.61,2706.61
ACC100816,ACC100045,1,280.85,280.85
ACC100816,ACC100098,1,1933.92,1933.92
ACC100816,ACC100220,1,717.04,717.04
ACC100816,ACC100241,1,1433.08,1433.08
ACC100816,ACC100418,1,1599.57,1599.57
ACC100816,ACC100707,1,1153.29,1153.29
ACC100816,ACC100710,1,5194.21,5194.21
ACC100816,ACC100738,1,1067.18,1067.18
ACC100816,ACC100757,1,1510.65,1510.65
ACC100816,ACC100802,1,3325.22,3325.22
ACC100816,ACC100873,1,93.55,93.55
ACC100816,ACC100956,1,676.95,676.95
ACC100817,ACC100034,1,782.68,782.68
ACC100817,ACC100052,1,282.11,282.11
ACC100817,ACC100180,1,248.53,248.53
ACC100817,ACC100371,1,1445.2,1445.2
ACC100817,ACC100472,1,2065.27,2065.27
ACC100817,ACC100525,1,329.07,329.07
ACC100817,ACC100593,1,307.98,307.98
ACC100817,ACC100616,1,654.06,654.06
ACC100817,ACC100618,1,1793.2,1793.2
ACC100817,ACC100644,1,1808.71,1808.71
ACC100817,ACC100658,1,842.81,842.81
ACC100817,ACC100790,1,625.49,625.49
ACC100817,ACC100857,1,880.43,880.43
ACC100818,ACC100196,1,10395.53,10395.53
ACC100818,ACC100206,1,153.1,153.1
ACC100818,ACC100444,1,1535.42,1535.42
ACC100818,ACC100519,1,598.61,598.61
ACC100818,ACC100630,1,596.32,596.32
ACC100818,ACC100688,1,335.59,335.59
ACC100818,ACC100733,1,5593.64,5593.64
ACC100818,ACC100825,1,365.29,365.29
ACC100818,ACC100889,1,2524.83,2524.83
ACC100818,ACC100910,1,4429.27,4429.27
ACC100818,ACC100946,1,258.29,258.29
ACC100819,ACC100079,1,57.97,57.97
ACC100819,ACC100088,1,181.58,181.58
ACC100819,ACC100110,1,547.48,547.48
ACC100819,ACC100371,1,3033.15,3033.15
ACC100819,ACC100432,1,11337.0,11337.0
ACC100819,ACC100490,1,1962.17,1962.17
ACC100819,ACC100549,1,61.92,61.92
ACC100819,ACC100599,1,1993.85,1993.85
ACC100819,ACC100757,1,650.61,650.61
ACC100820,ACC100175,1,1276.12,1276.12
ACC100820,ACC100283,1,920.54,920.54
ACC100820,ACC100289,1,1258.22,1258.22
ACC100820,ACC100314,1,804.65,804.65
ACC100820,ACC100354,1,2071.14,2071.14
ACC100820,ACC100448,1,1718.76,1718.76
ACC100820,ACC100652,1,711.72,711.72
ACC100820,ACC100659,1,2109.37,2109.37
ACC100820,ACC100703,1,3856.56,3856.56
ACC100820,ACC100727,1,2590.31,2590.31
ACC100820,ACC100748,1,4976.93,4976.93
ACC100820,ACC100847,1,1644.93,1644.93
ACC100820,ACC100868,1,99.08,99.08
ACC100820,ACC100883,1,8714.68,8714.68
ACC100820,ACC100906,1,540.52,540.52
ACC100820,ACC100954,1,2727.84,2727.84
ACC100821,ACC100006,1,657.02,657.02
ACC100821,ACC100029,1,283.58,283.58
ACC100821,ACC100104,1,13037.0,13037.0
ACC100821,ACC100108,1,507.64,507.64
ACC100821,ACC100427,1,134.61,134.61
ACC100821,ACC100511,1,1340.69,1340.69
ACC100822,ACC100080,1,2112.77,2112.77
ACC100822,ACC100095,1,8061.0,8061.0
ACC100822,ACC100235,1,361.41,361.41
ACC100822,ACC100361,1,2559.81,2559.81
ACC100822,ACC100411,1,210.24,210.24
ACC100822,ACC100430,1,94.89,94.89
ACC100822,ACC100453,1,687.25,687.25
ACC100822,ACC100618,1,5813.55,5813.55
ACC100822,ACC100670,1,294.13,294.13
ACC100823,ACC100122,1,375.28,375.28
ACC100823,ACC100170,1,945.56,945.56
ACC100823,ACC100207,1,66.51,66.51
ACC100823,ACC100307,1,405.79,405.79
ACC100823,ACC100396,1,5530.67,5530.67
ACC100823,ACC100546,1,3615.02,3615.02
ACC100823,ACC100601,1,329.61,329.61
ACC100823,ACC100648,1,1147.55,1147.55
ACC100823,ACC100709,1,1922.84,1922.84
ACC100823,ACC100766,1,723.46,723.46
ACC100823,ACC100793,1,838.29,838.29
ACC100824,ACC100021,1,355.8,355.8
ACC100824,ACC100137,1,2988.87,2988.87
ACC100824,ACC100318,1,1823.33,1823.33
ACC100824,ACC100417,1,810.58,810.58
ACC100824,ACC100461,1,3972.59,3972.59
ACC100824,ACC100470,1,206.14,206.14
ACC100824,ACC100682,1,1201.69,1201.69
ACC100824,ACC100763,1,340.75,340.75
ACC100824,ACC100913,1,13889.76,13889.76
ACC100825,ACC100002,1,1448.83,1448.83
ACC100825,ACC100104,1,1076.69,1076.69
ACC100825,ACC100307,1,3778.66,3778.66
ACC100825,ACC100333,1,1360.43,1360.43
ACC100825,ACC100373,1,1860.74,1860.74
ACC100825,ACC100403,1,83.69,83.69
ACC100825,ACC100498,1,2104.76,2104.76
ACC100825,ACC100608,1,2694.19,2694.19
ACC100825,ACC100765,1,2519.37,2519.37
ACC100825,ACC100766,1,2094.27,2094.27
ACC100825,ACC100815,1,12398.33,12398.33
ACC100825,ACC100881,1,120.56,120.56
ACC100825,ACC100952,1,252.44,252.44
ACC100826,ACC100002,1,1370.98,1370.98
ACC100826,ACC100162,1,886.08,886.08
ACC100826,ACC100169,1,213.69,213.69
ACC100826,ACC100254,1,100.46,100.46
ACC100826,ACC100268,1,811.37,811.37
ACC100826,ACC100322,1,2703.32,2703.32
ACC100826,ACC100541,1,638.58,638.58
ACC100826,ACC100546,1,1365.63,1365.63
ACC100826,ACC100594,1,1148.46,1148.46
ACC100826,ACC100636,1,621.54,621.54
ACC100826,ACC100654,2,6378.78,3189.39
ACC100826,ACC100669,1,1331.06,1331.06
ACC100826,ACC100705,1,7292.05,7292.05
ACC100826,ACC100756,1,462.53,462.53
ACC100826,ACC100757,1,1215.62,1215.62
ACC100826,ACC100926,1,2181.38,2181.38
ACC100827,ACC100184,1,679.95,679.95
ACC100827,ACC100197,1,4446.18,4446.18
ACC100827,ACC100238,1,2571.9,2571.9
ACC100827,ACC100402,1,1033.27,1033.27
ACC100827,ACC100554,1,738.38,738.38
ACC100827,ACC100814,1,3689.8,3689.8
ACC100827,ACC100892,1,879.88,879.88
ACC100827,ACC100930,1,381.96,381.96
ACC100828,ACC100122,1,185.34,185.34
ACC100828,ACC100135,1,2155.37,2155.37
ACC100828,ACC100278,1,362.71,362.71
ACC100828,ACC100381,1,16374.23,16374.23
ACC100828,ACC100387,1,86.18,86.18
ACC100828,ACC100576,1,83.65,83.65
ACC100828,ACC100591,1,2570.17,2570.17
ACC100828,ACC100826,1,1207.17,1207.17
ACC100828,ACC100844,1,1590.08,1590.08
ACC100828,ACC100984,1,2102.45,2102.45
ACC100829,ACC100098,1,549.03,549.03
ACC100829,ACC100184,1,824.27,824.27
ACC100829,ACC100463,1,6488.71,6488.71
ACC100829,ACC100477,1,865.12,865.12
ACC100829,ACC100654,1,13299.0,13299.0
ACC100829,ACC100674,1,174.18,174.18
ACC100829,ACC100799,1,414.16,414.16
ACC100829,ACC100821,1,1814.67,1814.67
ACC100830,ACC100125,1,1188.23,1188.23
ACC100830,ACC100131,1,883.81,883.81
ACC100830,ACC100185,1,578.27,578.27
ACC100830,ACC100251,1,870.55,870.55
ACC100830,ACC100307,1,37626.18,37626.18
ACC100830,ACC100362,1,1619.68,1619.68
ACC100830,ACC100378,1,128.1,128.1
ACC100830,ACC100399,1,3287.96,3287.96
ACC100830,ACC100483,1,888.88,888.88
ACC100830,ACC100531,1,4534.41,4534.41
ACC100830,ACC100716,1,990.8,990.8
ACC100830,ACC100723,1,530.09,530.09
ACC100830,ACC100724,1,233.13,233.13
ACC100830,ACC100744,1,963.97,963.97
ACC100830,ACC100790,1,4217.58,4217.58
ACC100830,ACC100883,1,6576.75,6576.75
ACC100831,ACC100062,1,1732.03,1732.03
ACC100831,ACC100144,1,659.94,659.94
ACC100831,ACC100155,1,703.6,703.6
ACC100831,ACC100397,1,921.87,921.87
ACC100831,ACC100407,1,32.63,32.63
ACC100831,ACC100420,1,2691.94,2691.94
ACC100831,ACC100472,1,644.7,644.7
ACC100831,ACC100550,1,496.02,496.02
ACC100831,ACC100709,1,1540.18,1540.18
ACC100831,ACC100767,1,1970.1,1970.1
ACC100831,ACC100830,1,5003.94,5003.94
ACC100832,ACC100151,1,2046.4,2046.4
ACC100832,ACC100224,1,2262.15,2262.15
ACC100832,ACC100227,1,830.94,830.94
ACC100832,ACC100327,1,388.41,388.41
ACC100832,ACC100335,1,291.17,291.17
ACC100832,ACC100629,1,1328.7,1328.7
ACC100832,ACC100821,1,792.57,792.57
ACC100832,ACC100839,1,1399.11,1399.11
ACC100832,ACC100890,1,1269.62,1269.62
ACC100832,ACC100909,1,77.9,77.9
ACC100833,ACC100015,1,830.12,830.12
ACC100833,ACC100146,1,131.53,131.53
ACC100833,ACC100155,1,277.69,277.69
ACC100833,ACC100238,1,14241.0,14241.0
ACC100833,ACC100340,1,10536.2,10536.2
ACC100833,ACC100405,1,847.85,847.85
ACC100833,ACC100449,1,2570.88,2570.88
ACC100833,ACC100588,1,1191.83,1191.83
ACC100834,ACC100080,1,1883.69,1883.69
ACC100834,ACC100349,1,3523.92,3523.92
ACC100834,ACC100382,1,3118.5,3118.5
ACC100834,ACC100397,1,232.03,232.03
ACC100834,ACC100403,1,2698.18,2698.18
ACC100834,ACC100480,1,4283.85,4283.85
ACC100834,ACC100569,1,6430.06,6430.06
ACC100834,ACC100572,1,1659.35,1659.35
ACC100834,ACC100840,1,1097.57,1097.57
ACC100835,ACC100016,1,1471.94,1471.94
ACC100835,ACC100119,1,1834.83,1834.83
ACC100835,ACC100204,1,1439.69,1439.69
ACC100835,ACC100334,1,599.28,599.28
ACC100835,ACC100380,1,308.99,308.99
ACC100835,ACC100388,1,801.71,801.71
ACC100835,ACC100404,1,2440.95,2440.95
ACC100835,ACC100454,1,12829.34,12829.34
ACC100835,ACC100459,1,416.41,416.41
ACC100835,ACC100528,1,1399.04,1399.04
ACC100835,ACC100678,1,403.36,403.36
ACC100835,ACC100827,1,356.73,356.73
ACC100835,ACC100956,1,801.16,801.16
ACC100836,ACC100245,1,1629.14,1629.14
ACC100836,ACC100390,1,3304.91,3304.91
ACC100836,ACC100442,1,317.7,317.7
ACC100836,ACC100486,1,2251.0,2251.0
ACC100836,ACC100506,1,1090.8,1090.8
ACC100836,ACC100529,1,250.92,250.92
ACC100836,ACC100673,1,111.72,111.72
ACC100836,ACC100709,1,9184.89,9184.89
ACC100836,ACC100797,1,1555.22,1555.22
ACC100836,ACC100860,1,2156.26,2156.26
ACC100836,ACC100872,1,745.6,745.6
ACC100836,ACC100888,1,5732.63,5732.63
ACC100837,ACC100195,1,1306.95,1306.95
ACC100837,ACC100258,1,4449.72,4449.72
ACC100837,ACC100302,1,419.36,419.36
ACC100837,ACC100334,1,4674.59,4674.59
ACC100837,ACC100527,1,809.04,809.04
ACC100837,ACC100614,1,2100.38,2100.38
ACC100837,ACC100711,1,3096.84,3096.84
ACC100837,ACC100731,1,978.19,978.19
ACC100837,ACC100758,1,487.08,487.08
ACC100837,ACC100812,1,1183.65,1183.65
ACC100838,ACC100248,1,3237.29,3237.29
ACC100838,ACC100284,1,256.51,256.51
ACC100838,ACC100597,1,253.24,253.24
ACC100838,ACC100788,1,4144.27,4144.27
ACC100838,ACC100938,1,1886.47,1886.47
ACC100839,ACC100074,1,2199.79,2199.79
ACC100839,ACC100240,1,1816.48,1816.48
ACC100839,ACC100270,1,240.5,240.5
ACC100839,ACC100577,1,4908.72,4908.72
ACC100839,ACC100649,1,1749.64,1749.64
ACC100839,ACC100690,1,243.13,243.13
ACC100839,ACC100845,1,1388.39,1388.39
ACC100839,ACC100925,1,2864.85,2864.85
ACC100839,ACC100982,1,191.99,191.99
ACC100840,ACC100057,1,518.62,518.62
ACC100840,ACC100384,1,45.96,45.96
ACC100840,ACC100411,1,517.31,517.31
ACC100840,ACC100609,1,1204.94,1204.94
ACC100840,ACC100727,1,243.43,243.43
ACC100840,ACC100801,1,303.9,303.9
ACC100841,ACC100126,1,214.51,214.51
ACC100841,ACC100232,1,4912.0,4912.0
ACC100841,ACC100248,1,232.23,232.23
ACC100841,ACC100348,1,452.33,452.33
ACC100841,ACC100396,1,695.92,695.92
ACC100841,ACC100399,1,751.73,751.73
ACC100841,ACC100421,1,589.5,589.5
ACC100841,ACC100425,1,704.67,704.67
ACC100841,ACC100788,1,2990.73,2990.73
ACC100841,ACC100944,1,1016.33,1016.33
ACC100842,ACC100164,1,546.21,546.21
ACC100842,ACC100279,1,509.78,509.78
ACC100842,ACC100357,1,1605.1,1605.1
ACC100842,ACC100468,1,11105.51,11105.51
ACC100842,ACC100588,1,564.04,564.04
ACC100842,ACC100746,1,1190.96,1190.96
ACC100842,ACC100846,1,3368.71,3368.71
ACC100842,ACC100981,1,2545.05,2545.05
ACC100843,ACC100146,1,1201.19,1201.19
ACC100843,ACC100166,1,177.8,177.8
ACC100843,ACC100175,1,202.8,202.8
ACC100843,ACC100223,1,6626.0,6626.0
ACC100843,ACC100426,1,109.36,109.36
ACC100843,ACC100575,1,539.92,539.92
ACC100843,ACC100641,1,3392.17,3392.17
ACC100843,ACC100793,1,1331.77,1331.77
ACC100843,ACC100969,1,2802.1,2802.1
ACC100844,ACC100014,1,17975.75,17975.75
ACC100844,ACC100266,1,526.12,526.12
ACC100844,ACC100327,1,69.24,69.24
ACC100844,ACC100431,1,560.37,560.37
ACC100844,ACC100540,1,4810.98,4810.98
ACC100844,ACC100709,1,1652.49,1652.49
ACC100844,ACC100917,1,1800.37,1800.37
ACC100845,ACC100006,1,546.74,546.74
ACC100845,ACC100093,1,311.5,311.5
ACC100845,ACC100334,1,264.7,264.7
ACC100845,ACC100514,1,1748.65,1748.65
ACC100845,ACC100659,1,606.04,606.04
ACC100845,ACC100884,1,4054.21,4054.21
ACC100845,ACC100989,1,5353.87,5353.87
ACC100846,ACC100042,1,476.3,476.3
ACC100846,ACC100143,1,3080.96,3080.96
ACC100846,ACC100197,1,3218.74,3218.74
ACC100846,ACC100292,1,3914.31,3914.31
ACC100846,ACC100312,1,2612.12,2612.12
ACC100846,ACC100541,1,2596.82,2596.82
ACC100846,ACC100705,1,1268.18,1268.18
ACC100846,ACC100944,1,869.38,869.38
ACC100847,ACC100070,1,9898.36,9898.36
ACC100847,ACC100099,1,905.16,905.16
ACC100847,ACC100139,1,122.49,122.49
ACC100847,ACC100144,1,3466.78,3466.78
ACC100847,ACC100229,1,645.25,645.25
ACC100847,ACC100241,1,3066.61,3066.61
ACC100847,ACC100346,1,4024.88,4024.88
ACC100847,ACC100389,1,9948.01,9948.01
ACC100847,ACC100568,1,480.04,480.04
ACC100847,ACC100669,1,473.02,473.02
ACC100847,ACC100760,1,1146.38,1146.38
ACC100847,ACC100953,1,763.43,763.43
ACC100848,ACC100273,1,421.51,421.51
ACC100848,ACC100276,1,391.15,391.15
ACC100848,ACC100366,1,1429.97,1429.97
ACC100848,ACC100417,1,126.36,126.36
ACC100848,ACC100590,1,217.93,217.93
ACC100848,ACC100755,1,421.81,421.81
ACC100848,ACC100862,1,179.78,179.78
ACC100848,ACC100913,1,8511.0,8511.0
ACC100848,ACC100930,1,727.12,727.12
ACC100849,ACC100096,1,898.69,898.69
ACC100849,ACC100125,1,1163.12,1163.12
ACC100849,ACC100148,1,2114.49,2114.49
ACC100849,ACC100230,1,712.43,712.43
ACC100849,ACC100393,1,407.02,407.02
ACC100849,ACC100564,1,319.04,319.04
ACC100849,ACC100646,1,3875.29,3875.29
ACC100849,ACC100899,1,8368.76,8368.76
ACC100850,ACC100104,1,2047.67,2047.67
ACC100850,ACC100123,1,23205.75,23205.75
ACC100850,ACC100143,1,222.84,222.84
ACC100850,ACC100238,1,11619.0,11619.0
ACC100850,ACC100282,1,709.59,709.59
ACC100850,ACC100440,1,403.84,403.84
ACC100850,ACC100476,1,599.02,599.02
ACC100850,ACC100588,1,813.1,813.1
ACC100850,ACC100617,1,9030.52,9030.52
ACC100850,ACC100651,1,565.4,565.4
ACC100850,ACC100874,1,2304.8,2304.8
ACC100850,ACC100893,1,5350.89,5350.89
ACC100850,ACC100958,1,3635.14,3635.14
ACC100851,ACC100028,1,638.17,638.17
ACC100851,ACC100042,1,867.13,867.13
ACC100851,ACC100068,1,2738.62,2738.62
ACC100851,ACC100104,1,684.68,684.68
ACC100851,ACC100262,1,909.09,909.09
ACC100851,ACC100323,1,1706.74,1706.74
ACC100851,ACC100525,1,372.13,372.13
ACC100851,ACC100658,1,724.42,724.42
ACC100851,ACC100693,1,2844.83,2844.83
ACC100851,ACC100758,1,1630.75,1630.75
ACC100851,ACC100800,1,351.77,351.77
ACC100851,ACC100814,1,4194.87,4194.87
ACC100851,ACC100940,1,706.95,706.95
ACC100852,ACC100006,1,2024.77,2024.77
ACC100852,ACC100317,1,827.68,827.68
ACC100852,ACC100390,1,261.83,261.83
ACC100852,ACC100517,1,83.04,83.04
ACC100852,ACC100610,1,969.8,969.8
ACC100852,ACC100687,1,1378.17,1378.17
ACC100852,ACC100706,1,293.28,293.28
ACC100852,ACC100758,1,12272.0,12272.0
ACC100852,ACC100792,1,1279.39,1279.39
ACC100853,ACC100107,1,1376.48,1376.48
ACC100853,ACC100115,1,1537.9,1537.9
ACC100853,ACC100202,1,720.66,720.66
ACC100853,ACC100307,1,1258.12,1258.12
ACC100853,ACC100397,1,4369.65,4369.65
ACC100853,ACC100493,1,3235.05,3235.05
ACC100853,ACC100722,1,278.52,278.52
ACC100853,ACC100781,1,1872.89,1872.89
ACC100853,ACC100794,1,1278.29,1278.29
ACC100853,ACC100828,1,1096.04,1096.04
ACC100853,ACC100892,1,1539.88,1539.88
ACC100853,ACC100948,1,3559.68,3559.68
ACC100853,ACC100988,1,755.88,755.88
ACC100853,ACC100996,1,1339.6,1339.6
ACC100854,ACC100006,1,2506.9,2506.9
ACC100854,ACC100066,1,370.51,370.51
ACC100854,ACC100137,1,2036.7,2036.7
ACC100854,ACC100185,1,491.55,491.55
ACC100854,ACC100206,1,343.19,343.19
ACC100854,ACC100549,1,2410.69,2410.69
ACC100854,ACC100627,1,770.81,770.81
ACC100854,ACC100737,1,414.28,414.28
ACC100854,ACC100754,1,13794.0,13794.0
ACC100854,ACC100868,1,2732.41,2732.41
ACC100854,ACC100959,1,3978.55,3978.55
ACC100855,ACC100106,1,3622.9,3622.9
ACC100855,ACC100185,1,78.8,78.8
ACC100855,ACC100224,1,3045.44,3045.44
ACC100855,ACC100394,1,6284.95,6284.95
ACC100855,ACC100425,1,626.41,626.41
ACC100855,ACC100435,1,93.19,93.19
ACC100855,ACC100469,1,1178.64,1178.64
ACC100855,ACC100574,1,1468.18,1468.18
ACC100855,ACC100624,1,356.6,356.6
ACC100855,ACC100636,2,1304.1799999999998,652.0899999999999
ACC100855,ACC100817,1,217.75,217.75
ACC100855,ACC100854,1,741.57,741.57
