account_id,unique_senders,unique_receivers,incoming_count,outgoing_count,total_received,total_sent,pass_through_ratio,rapid_movements,network_risk_score,network_risk_level,network_risk_reasons
ACC100812,21,6,21,6,52064.17,28212.66,0.54,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100207,8,9,8,9,9167.47,12788.67,1.4,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100065,7,12,7,12,9991.96,37491.65,3.75,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100263,7,12,7,12,11138.34,12905.47,1.16,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100438,6,13,6,13,8875.55,37851.57,4.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100154,8,11,8,11,12250.9,33948.07,2.77,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100793,5,9,5,9,8583.98,14262.36,1.66,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100684,7,10,7,10,19320.16,42961.74,2.22,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100399,8,9,8,9,14113.33,29266.05,2.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100736,8,8,8,9,16404.02,33290.84,2.03,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100413,6,8,6,8,5248.25,12515.65,2.38,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100587,7,10,8,10,14622.71,16977.0,1.16,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100659,10,7,10,7,9152.33,20148.02,2.2,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100179,8,13,8,13,12939.65,13439.92,1.04,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100786,8,9,8,9,18425.38,33795.03,1.83,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100920,8,9,8,9,16850.44,10232.6,0.61,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100456,9,8,9,8,15478.77,26491.77,1.71,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100811,9,8,10,8,8179.06,8766.66,1.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100513,8,10,8,10,9616.26,11207.28,1.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100953,9,9,9,9,13979.62,23017.25,1.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100476,6,10,6,10,9176.08,26256.36,2.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100272,10,7,10,7,15613.05,18506.29,1.19,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100593,8,10,8,10,8675.22,27496.14,3.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100834,9,9,9,9,7712.99,24927.15,3.23,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100855,9,14,9,15,15736.09,21111.85,1.34,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100804,9,8,9,8,11410.5,13768.42,1.21,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100522,9,9,9,9,17099.65,11910.75,0.7,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100337,5,8,5,8,3113.52,16027.64,5.15,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100314,8,13,8,13,18484.6,33997.56,1.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100277,9,8,9,8,13740.15,25160.65,1.83,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100858,7,11,7,11,25201.6,21740.81,0.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100453,8,9,8,9,16653.67,45884.5,2.76,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100611,8,12,8,12,7940.87,36079.44,4.54,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100643,7,11,7,11,6878.86,23994.77,3.49,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100828,9,10,9,10,25460.36,26717.35,1.05,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100182,8,14,8,14,11245.37,27963.73,2.49,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100568,11,7,11,7,14563.23,22061.39,1.51,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100384,7,11,7,11,19195.53,37679.94,1.96,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100482,8,12,8,12,14926.67,26172.52,1.75,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100601,12,7,12,7,22643.23,22039.34,0.97,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100354,14,4,14,4,25142.56,25755.27,1.02,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100175,16,7,16,7,15529.99,17552.48,1.13,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100310,6,14,6,15,18271.92,18176.4,0.99,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100023,9,11,10,11,29760.94,16683.59,0.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100781,7,14,7,14,11704.44,44320.23,3.79,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100106,6,18,6,18,16368.6,69334.25,4.24,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100778,7,10,7,10,21945.77,36621.9,1.67,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100839,8,9,8,9,7886.87,15603.49,1.98,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100921,8,15,8,15,22447.18,31244.93,1.39,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100580,8,9,8,9,17768.24,41266.26,2.32,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100366,7,10,7,10,12450.92,21058.33,1.69,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100252,6,14,6,14,7324.52,47198.75,6.44,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100912,7,11,7,11,13773.11,34102.71,2.48,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100599,9,12,9,12,27681.96,29714.76,1.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100867,7,9,7,9,18124.99,10421.41,0.57,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100832,9,10,9,10,20498.54,10686.97,0.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100502,8,12,8,12,38919.62,25014.81,0.64,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100012,8,9,8,9,17555.77,26554.04,1.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100051,11,7,11,7,7493.91,21685.23,2.89,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100621,9,25,9,26,18855.53,78750.37,4.18,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100879,5,11,5,11,11535.18,27842.82,2.41,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100536,6,11,6,11,15410.78,15738.48,1.02,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100607,9,16,9,16,26810.47,15864.05,0.59,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100525,9,8,9,8,16348.64,24145.88,1.48,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100346,7,13,7,13,9009.34,35687.98,3.96,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100374,6,10,6,10,17082.98,22321.08,1.31,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100975,8,20,8,20,15910.92,38559.72,2.42,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100218,8,15,8,15,5962.57,52823.9,8.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100487,6,16,6,16,22793.24,68751.61,3.02,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100320,9,10,9,11,17750.62,23689.26,1.33,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100427,10,6,10,6,11423.27,6938.15,0.61,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100195,10,6,10,6,14431.14,17059.88,1.18,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100385,7,11,7,11,28945.5,16423.23,0.57,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100477,6,11,6,11,6477.19,30198.73,4.66,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100225,7,10,7,10,11336.02,36875.68,3.25,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100916,11,7,11,7,15288.07,11211.75,0.73,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100001,7,14,7,14,5415.86,31981.57,5.91,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100442,8,10,8,10,11027.22,35978.99,3.26,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100836,8,12,8,12,18417.75,28330.79,1.54,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100818,8,11,8,11,18409.39,26785.89,1.46,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100553,8,14,8,14,14047.91,37044.27,2.64,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100931,8,12,8,13,26678.91,33263.04,1.25,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100377,7,11,7,11,13474.89,13442.64,1.0,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100866,7,8,7,8,5664.35,10418.32,1.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100567,7,9,7,9,44180.41,22545.83,0.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100429,10,6,11,6,39453.02,22579.51,0.57,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100537,12,6,12,6,34863.16,17445.19,0.5,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100551,9,11,9,11,15495.97,25516.77,1.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100872,7,8,7,8,19244.04,39092.13,2.03,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100213,9,9,9,9,9163.63,9463.16,1.03,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100168,9,11,9,11,23039.87,34688.55,1.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100246,9,14,9,14,22824.58,58376.18,2.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100883,7,9,7,9,41083.13,22776.93,0.55,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100244,8,8,8,8,11281.39,22669.49,2.01,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100269,5,11,5,11,6007.53,31380.29,5.22,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100863,9,12,9,12,15120.12,20921.36,1.38,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100817,7,13,7,13,7638.56,12065.54,1.58,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100111,8,10,8,10,26958.36,21908.4,0.81,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100286,9,9,9,9,15486.72,9502.56,0.61,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100176,13,7,13,7,9919.49,6055.52,0.61,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100278,13,7,13,7,11385.51,23716.02,2.08,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100267,9,14,9,14,11369.19,26149.65,2.3,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100174,6,11,6,11,14601.65,30929.07,2.12,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100609,8,8,8,8,20554.01,23011.04,1.12,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100662,7,13,7,13,19074.32,13820.92,0.72,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100762,9,12,9,12,15513.16,17638.81,1.14,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100275,12,7,12,7,19443.08,9743.75,0.5,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100355,9,8,9,8,12102.38,11690.63,0.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100330,9,14,9,14,29418.33,37617.99,1.28,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100416,9,9,9,9,21624.1,13852.64,0.64,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100309,7,11,7,12,9103.25,17133.85,1.88,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100208,7,12,7,12,12958.77,17173.94,1.33,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100333,6,8,6,8,11862.76,29283.79,2.47,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100254,9,13,9,13,23115.2,33164.19,1.43,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100950,5,10,5,10,6986.36,31149.07,4.46,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100634,7,11,7,11,10946.98,17870.17,1.63,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100311,7,10,7,10,9566.12,17575.52,1.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100575,8,17,8,17,15751.08,58600.15,3.72,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100561,11,4,11,4,12581.18,19579.93,1.56,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100739,9,14,9,14,14574.2,23454.53,1.61,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100467,9,14,9,15,24108.39,35203.66,1.46,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100693,10,6,10,6,13845.3,7424.57,0.54,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100031,9,14,9,14,27815.83,37220.99,1.34,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100389,8,10,8,10,23347.75,36794.99,1.58,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100892,7,11,7,11,14012.41,24313.27,1.74,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100725,9,12,9,12,16954.38,13483.38,0.8,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100292,10,7,10,7,17701.9,37214.44,2.1,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100285,7,11,7,11,5336.22,18995.72,3.56,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100919,7,13,7,13,10958.21,82395.87,7.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100765,7,8,7,8,4628.56,14940.79,3.23,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100200,9,16,9,16,12190.37,31689.68,2.6,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100901,7,10,7,10,15190.93,44600.22,2.94,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100067,8,9,8,9,29111.27,19004.37,0.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100636,8,14,9,14,26032.39,37333.39,1.43,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100486,5,8,5,8,15915.46,10206.36,0.64,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100721,6,11,6,11,7080.21,12514.28,1.77,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100791,7,13,8,14,28529.61,84875.32,2.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100156,10,7,10,7,17508.89,27293.64,1.56,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100550,9,12,9,12,14074.48,28875.72,2.05,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100347,5,11,5,11,8060.82,22134.83,2.75,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100109,7,13,7,13,16666.51,16397.33,0.98,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100158,8,12,8,12,4263.48,17345.94,4.07,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100620,7,13,7,13,12252.56,30532.04,2.49,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100497,7,9,7,9,25006.86,12661.29,0.51,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100131,16,4,16,4,21865.08,21626.58,0.99,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100794,7,15,7,15,14284.02,37572.0,2.63,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100742,9,12,9,12,9109.45,65501.43,7.19,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100907,17,6,17,6,27333.18,19000.2,0.7,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100436,9,13,9,13,7882.29,39536.66,5.02,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100338,11,7,11,7,13728.49,25370.43,1.85,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100321,9,15,9,15,11709.98,38351.65,3.28,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100437,12,7,12,7,24327.58,25778.84,1.06,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100889,9,10,9,10,16940.61,29644.59,1.75,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100873,9,13,9,13,8900.95,20254.14,2.28,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100626,6,8,6,8,25298.61,46668.68,1.84,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100056,9,8,9,8,24157.08,23123.91,0.96,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100934,7,8,7,8,12767.88,14880.47,1.17,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100906,8,13,8,13,16782.61,45262.86,2.7,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100633,11,6,11,6,25335.12,14377.95,0.57,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100557,9,12,9,12,11708.7,34485.97,2.95,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100090,7,10,7,11,15068.87,21237.05,1.41,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100914,8,13,8,13,12767.65,26766.08,2.1,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100549,11,7,11,8,14907.31,23476.0,1.57,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100780,9,10,9,11,11638.04,33334.02,2.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100189,7,11,7,11,9523.56,16848.56,1.77,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100582,5,11,5,11,17461.58,26257.93,1.5,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100305,8,11,8,11,13995.06,53979.11,3.86,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100073,6,12,6,12,14857.93,39320.13,2.65,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100302,6,9,6,9,9860.4,10680.86,1.08,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100881,8,14,8,14,19042.99,44746.65,2.35,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100751,6,15,6,15,14365.9,104100.01,7.25,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100319,9,9,9,9,22135.75,18783.89,0.85,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100376,8,9,8,9,16321.45,47752.76,2.93,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100050,10,6,10,6,16987.8,10002.94,0.59,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100666,9,9,9,9,18774.96,27586.56,1.47,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100364,6,14,6,14,18839.79,74731.29,3.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100121,9,10,9,10,9309.04,11092.16,1.19,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100008,9,9,9,9,11224.13,13749.46,1.22,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100128,10,7,10,7,27000.34,24561.73,0.91,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100792,9,9,9,9,22803.59,29609.21,1.3,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100282,11,6,11,6,24814.02,12972.48,0.52,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100308,7,9,7,9,8499.59,22044.5,2.59,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100332,7,12,7,12,6878.86,44874.94,6.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100979,9,9,9,9,9897.12,12026.55,1.22,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100496,7,12,7,12,10430.7,47193.55,4.52,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100380,5,16,5,16,3636.78,36850.42,10.13,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100508,5,17,5,17,8661.64,43279.25,5.0,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100823,8,11,8,11,19577.12,15900.58,0.81,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100159,9,11,9,11,14125.39,53034.54,3.75,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100554,8,8,8,8,10996.32,17991.77,1.64,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100656,8,8,8,8,9809.71,19364.37,1.97,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
