account_id,account_age_days,customer_type,city,kyc_status,is_mule,incoming_count,unique_senders,total_received,outgoing_count,unique_receivers,total_sent,transaction_velocity,unique_devices,risk_score,risk_level
ACC100039,2445,Individual,Delhi,Verified,False,7,7,9044.86,10,10,17944.38,7,7,20,LOW
ACC100721,2271,Individual,Mumbai,Verified,False,6,6,7080.21,11,11,12514.28,6,6,20,LOW
ACC100717,1846,Business,Bengaluru,Verified,False,6,6,130544.04000000001,11,11,23293.43,6,6,20,LOW
ACC100742,2135,Individual,Chennai,Verified,False,9,9,9109.45,12,12,65501.42999999999,9,9,20,LOW
ACC100739,535,Individual,Chennai,Pending,False,9,9,14574.2,14,14,23454.53,9,9,20,LOW
ACC100121,105,Individual,Chennai,Verified,False,9,9,9309.04,10,10,11092.160000000002,9,9,20,LOW
ACC100935,139,Business,Delhi,Verified,False,6,6,7616.099999999999,11,11,20672.25,6,6,20,LOW
ACC100198,669,Business,Hyderabad,Pending,False,4,4,5594.54,15,15,34199.02,4,4,20,LOW
ACC100189,303,Business,Chennai,Verified,False,7,7,9523.560000000001,11,11,16848.56,7,7,20,LOW
ACC100186,132,Business,Pune,Pending,False,9,9,10101.27,11,11,15551.67,9,9,20,LOW
ACC100945,2080,Business,Bengaluru,Verified,False,8,8,23773.899999999998,16,16,43737.68,8,8,20,LOW
ACC100943,1875,Business,Delhi,Verified,False,9,9,12686.73,13,13,22942.989999999998,9,9,20,LOW
ACC100942,20,Individual,Mumbai,Verified,False,7,7,9456.74,7,7,39943.08,7,7,20,LOW
ACC100938,803,Individual,Mumbai,Verified,False,5,5,3687.95,12,12,80862.56,5,5,20,LOW
ACC100124,2288,Business,Pune,Verified,False,6,6,4391.99,10,10,19766.29,6,6,20,LOW
ACC100820,1678,Individual,Delhi,Verified,False,9,9,23628.87,16,16,36021.37,9,9,20,LOW
ACC100818,1468,Business,Mumbai,Verified,False,8,8,18409.39,11,11,26785.89,8,8,20,LOW
ACC100817,1425,Business,Pune,Verified,False,7,7,7638.56,13,13,12065.54,7,7,20,LOW
ACC100810,127,Business,Bengaluru,Verified,False,4,4,4087.61,12,12,24439.559999999998,4,4,20,LOW
ACC100807,13,Business,Ahmedabad,Pending,False,8,8,34098.76,6,6,28766.11,8,7,20,LOW
ACC100182,1449,Business,Mumbai,Verified,False,8,8,11245.369999999999,14,14,27963.73,8,8,20,LOW
ACC100179,1717,Individual,Bengaluru,Verified,False,8,8,12939.65,13,13,13439.92,8,8,20,LOW
ACC100174,1769,Individual,Bengaluru,Verified,False,6,6,14601.649999999998,11,11,30929.07,6,6,20,LOW
ACC100172,1599,Business,Hyderabad,Verified,False,9,9,28331.83,15,15,28616.86,9,9,20,LOW
ACC100169,11,Business,Kolkata,Verified,False,9,9,7181.79,8,8,38100.86,9,9,20,LOW
ACC100168,2170,Individual,Ahmedabad,Verified,False,9,9,23039.870000000003,11,11,34688.55,9,9,20,LOW
ACC100950,2453,Business,Delhi,Verified,False,5,5,6986.360000000001,10,10,31149.07,5,5,20,LOW
ACC100751,2420,Business,Ahmedabad,Verified,False,6,6,14365.9,15,15,104100.01,6,6,20,LOW
ACC100748,1036,Individual,Ahmedabad,Verified,False,9,9,25126.09,10,10,17710.42,9,9,20,LOW
ACC100747,1040,Business,Hyderabad,Pending,False,8,8,18815.93,15,15,37901.87,8,8,20,LOW
ACC100774,2168,Individual,Chennai,Pending,False,7,7,14890.2,13,13,52954.34,7,7,20,LOW
ACC100794,2407,Individual,Pune,Verified,False,7,7,14284.02,15,15,37572.0,7,7,20,LOW
ACC100791,1743,Business,Hyderabad,Pending,False,8,7,28529.61,14,13,84875.32,8,8,20,LOW
ACC100975,1342,Individual,Pune,Verified,False,8,8,15910.919999999998,20,20,38559.72,8,8,20,LOW
ACC100476,2234,Business,Delhi,Verified,False,6,6,9176.08,10,10,26256.36,6,6,20,LOW
ACC100885,2459,Individual,Delhi,Verified,False,6,6,7309.89,14,14,32187.92,6,6,20,LOW
ACC100881,610,Business,Hyderabad,Verified,False,8,8,19042.989999999998,14,14,44746.65,8,8,20,LOW
ACC100873,1262,Individual,Mumbai,Verified,False,9,9,8900.95,13,13,20254.14,9,9,20,LOW
ACC100470,605,Business,Delhi,Verified,False,9,9,14173.679999999998,10,10,24015.56,9,8,20,LOW
ACC100467,1831,Business,Bengaluru,Verified,False,9,9,24108.39,15,14,35203.66,9,9,20,LOW
ACC100471,1913,Business,Mumbai,Verified,False,10,9,21651.04,10,10,10689.470000000001,10,10,20,LOW
ACC100502,1552,Business,Bengaluru,Verified,False,8,8,38919.619999999995,12,12,25014.81,8,8,20,LOW
ACC100498,742,Business,Pune,Verified,False,7,7,5599.14,12,12,47033.78,7,7,20,LOW
ACC100496,1166,Individual,Pune,Pending,False,7,7,10430.699999999999,12,12,47193.549999999996,7,7,20,LOW
ACC100981,2301,Business,Chennai,Verified,False,7,7,16540.92,12,12,25014.57,7,7,20,LOW
ACC100988,2404,Business,Ahmedabad,Verified,False,4,4,8090.4,11,11,21629.64,4,4,20,LOW
ACC100149,719,Business,Mumbai,Verified,False,6,6,4162.54,11,11,19568.17,6,6,20,LOW
ACC100147,1778,Business,Hyderabad,Verified,False,6,6,8061.75,11,11,28670.620000000003,6,6,20,LOW
ACC100028,985,Individual,Chennai,Pending,False,9,9,11425.56,13,13,20538.81,9,9,20,LOW
ACC100026,1092,Business,Kolkata,Pending,False,8,8,21320.52,16,16,38883.06,8,8,20,LOW
ACC100024,757,Business,Chennai,Verified,False,9,9,13285.99,13,13,34587.32,9,9,20,LOW
ACC100023,2310,Individual,Bengaluru,Verified,False,10,9,29760.940000000002,11,11,16683.59,10,10,20,LOW
ACC100782,1315,Individual,Delhi,Verified,False,9,9,24715.3,11,11,34238.53,9,9,20,LOW
ACC100781,1551,Individual,Bengaluru,Verified,False,7,7,11704.44,14,14,44320.23,7,6,20,LOW
ACC100780,2482,Individual,Chennai,Verified,False,9,9,11638.04,11,10,33334.02,9,9,20,LOW
ACC100778,2091,Business,Ahmedabad,Verified,False,7,7,21945.77,10,10,36621.9,7,6,20,LOW
ACC100775,2285,Individual,Mumbai,Verified,False,7,7,9349.98,10,10,19835.44,7,7,20,LOW
ACC100479,85,Individual,Mumbai,Pending,False,8,8,10488.2,8,8,15829.98,8,8,20,LOW
ACC100995,673,Individual,Ahmedabad,Verified,False,6,6,18123.62,10,10,20200.239999999998,6,6,20,LOW
ACC100477,1645,Business,Pune,Verified,False,6,6,6477.1900000000005,11,11,30198.73,6,6,20,LOW
ACC100008,340,Business,Delhi,Verified,False,9,9,11224.13,9,9,13749.46,9,9,10,LOW
ACC100009,1492,Business,Mumbai,Verified,False,8,8,15966.41,8,8,22581.170000000002,8,8,10,LOW
ACC100012,1695,Business,Mumbai,Pending,False,8,8,17555.77,9,9,26554.04,8,8,10,LOW
ACC100019,2334,Individual,Chennai,Verified,False,6,6,80159.72,7,7,34251.65,6,6,10,LOW
ACC100985,395,Business,Delhi,Verified,False,8,8,17451.579999999998,5,5,18680.4,8,8,10,LOW
ACC100987,427,Business,Delhi,Verified,False,5,5,11233.630000000001,5,5,5529.24,5,5,10,LOW
ACC100792,1615,Individual,Chennai,Pending,False,9,9,22803.59,9,9,29609.21,9,9,10,LOW
ACC100793,1536,Business,Kolkata,Pending,False,5,5,8583.98,9,9,14262.36,5,5,10,LOW
ACC100795,1640,Business,Delhi,Verified,False,8,8,18246.14,8,8,27592.64,8,8,10,LOW
ACC100804,477,Business,Bengaluru,Verified,False,9,9,11410.5,8,8,13768.42,9,9,10,LOW
ACC100785,2372,Business,Delhi,Verified,False,4,4,3862.67,7,7,21563.340000000004,4,4,10,LOW
ACC100786,886,Business,Kolkata,Verified,False,8,8,18425.38,9,9,33795.03,8,8,10,LOW
ACC100765,135,Business,Kolkata,Verified,False,7,7,4628.5599999999995,8,8,14940.79,7,7,10,LOW
ACC100771,242,Individual,Ahmedabad,Verified,False,3,3,3988.79,16,16,104829.09,3,3,10,LOW
ACC100772,2166,Business,Ahmedabad,Verified,False,2,2,5928.31,12,12,21703.92,2,2,10,LOW
ACC100744,535,Individual,Delhi,Pending,False,9,9,9914.63,5,5,13204.16,9,9,10,LOW
ACC100749,1656,Individual,Chennai,Verified,False,7,7,21461.86,7,7,9875.2,7,7,10,LOW
ACC100750,928,Business,Pune,Pending,False,7,7,25044.79,8,8,27193.43,7,6,10,LOW
ACC100809,655,Individual,Bengaluru,Verified,False,9,9,102352.98,6,6,17679.52,9,9,10,LOW
ACC100811,1639,Individual,Chennai,Verified,False,10,9,8179.06,8,8,8766.66,10,10,10,LOW
ACC100819,2230,Individual,Pune,Pending,False,5,5,13260.689999999999,9,9,19825.73,5,5,10,LOW
ACC100821,2383,Individual,Bengaluru,Verified,False,9,8,18743.51,6,6,15960.54,9,9,10,LOW
ACC100822,1443,Business,Delhi,Verified,False,4,4,15910.93,9,9,20195.05,4,4,10,LOW
ACC100729,1290,Individual,Mumbai,Verified,False,9,9,12632.82,6,6,41885.159999999996,9,9,10,LOW
ACC100730,2065,Individual,Kolkata,Verified,False,2,2,1359.79,11,11,17214.97,2,2,10,LOW
ACC100731,634,Business,Pune,Verified,False,4,4,4352.04,7,7,29882.98,4,4,10,LOW
ACC100736,648,Business,Kolkata,Verified,False,8,8,16404.02,9,8,33290.84,8,8,10,LOW
ACC100740,483,Business,Mumbai,Verified,False,4,4,3281.57,7,7,15055.880000000001,4,4,10,LOW
ACC100719,2104,Business,Delhi,Verified,False,9,9,8383.2,9,9,11933.119999999999,9,9,10,LOW
ACC100723,1089,Individual,Mumbai,Verified,False,8,8,16434.27,8,8,25191.68,8,8,10,LOW
ACC100698,1729,Individual,Ahmedabad,Verified,False,5,5,5887.92,8,8,15684.78,5,5,10,LOW
ACC100700,1897,Individual,Bengaluru,Pending,False,9,9,26632.29,9,9,17610.23,9,9,10,LOW
ACC100686,1483,Individual,Hyderabad,Verified,False,8,8,8638.369999999999,4,4,3876.06,8,8,10,LOW
ACC100688,2183,Business,Delhi,Verified,False,7,7,9126.779999999999,7,7,11385.58,7,6,10,LOW
ACC100691,2168,Business,Ahmedabad,Pending,False,6,6,17562.75,8,8,22233.91,6,6,10,LOW
ACC100694,2004,Individual,Bengaluru,Verified,False,6,6,104209.8,8,8,47447.64,6,6,10,LOW
ACC100829,2197,Business,Kolkata,Pending,False,9,9,17802.86,8,8,24429.14,9,8,10,LOW
ACC100833,663,Individual,Ahmedabad,Verified,False,4,4,13792.96,8,8,30627.100000000002,4,4,10,LOW
ACC100834,329,Individual,Kolkata,Verified,False,9,9,7712.99,9,9,24927.15,9,9,10,LOW
ACC100666,1368,Business,Kolkata,Verified,False,9,9,18774.96,9,9,27586.56,9,9,10,LOW
ACC100671,258,Business,Hyderabad,Verified,False,7,7,10412.87,9,9,11023.34,7,6,10,LOW
ACC100656,2458,Individual,Bengaluru,Pending,False,8,8,9809.710000000001,8,8,19364.37,8,7,10,LOW
ACC100626,1470,Individual,Delhi,Pending,False,6,6,25298.61,8,8,46668.68,6,6,10,LOW
ACC100627,723,Individual,Ahmedabad,Verified,False,9,9,14130.53,8,8,46780.75,9,9,10,LOW
ACC100603,1025,Individual,Mumbai,Verified,False,4,4,6561.18,9,9,14765.619999999999,4,4,10,LOW
ACC100609,2234,Business,Ahmedabad,Verified,False,8,8,20554.010000000002,8,8,23011.04,8,8,10,LOW
ACC100606,2203,Business,Delhi,Verified,False,6,6,16812.4,8,8,13247.41,6,6,10,LOW
ACC100595,265,Business,Delhi,Verified,False,6,6,101902.12999999999,9,9,21487.23,6,6,10,LOW
ACC100592,1591,Business,Mumbai,Verified,False,6,6,13337.810000000001,5,5,5280.52,6,6,10,LOW
ACC100839,2036,Individual,Ahmedabad,Verified,False,8,8,7886.87,9,9,15603.490000000002,8,8,10,LOW
ACC100840,2316,Individual,Delhi,Pending,False,9,9,17159.24,6,6,2834.16,9,9,10,LOW
ACC100567,2104,Business,Ahmedabad,Verified,False,7,7,44180.41,9,9,22545.83,7,7,10,LOW
ACC100580,1155,Business,Ahmedabad,Verified,False,8,8,17768.24,9,9,41266.259999999995,8,8,10,LOW
ACC100845,270,Business,Delhi,Verified,False,7,7,11022.86,7,7,12885.71,7,7,10,LOW
ACC100554,2115,Individual,Bengaluru,Verified,False,8,8,10996.32,8,8,17991.77,8,8,10,LOW
ACC100556,2230,Individual,Mumbai,Pending,False,9,9,9754.85,9,9,21240.94,9,9,10,LOW
ACC100555,694,Business,Ahmedabad,Verified,False,8,8,12812.78,7,7,11617.17,8,7,10,LOW
ACC100178,1086,Individual,Delhi,Verified,False,5,5,19667.5,6,6,8656.74,5,5,10,LOW
ACC100274,1809,Business,Delhi,Pending,False,7,7,22281.739999999998,8,8,24245.980000000003,7,7,10,LOW
ACC100562,1262,Individual,Delhi,Verified,False,9,9,20635.379999999997,4,4,17145.27,9,9,10,LOW
ACC100538,838,Individual,Bengaluru,Verified,False,3,3,3590.12,16,16,26238.71,3,3,10,LOW
ACC100540,1394,Business,Hyderabad,Verified,False,7,7,13030.18,2,2,13062.95,7,6,10,LOW
ACC100544,2405,Individual,Ahmedabad,Verified,False,8,8,19715.21,7,7,25161.18,8,7,10,LOW
ACC100521,1334,Business,Kolkata,Pending,False,8,8,39118.01,8,8,9379.0,8,8,10,LOW
ACC100522,1165,Individual,Delhi,Verified,False,9,9,17099.65,9,9,11910.75,9,9,10,LOW
ACC100525,1215,Individual,Kolkata,Verified,False,9,9,16348.64,8,8,24145.88,9,9,10,LOW
ACC100528,723,Individual,Pune,Verified,False,6,6,9868.81,5,5,8519.95,6,6,10,LOW
ACC100533,763,Individual,Mumbai,Verified,False,9,9,23624.91,8,8,4788.6,9,9,10,LOW
ACC100534,1253,Business,Hyderabad,Pending,False,9,9,17238.32,9,9,15906.66,9,9,10,LOW
ACC100866,385,Individual,Kolkata,Verified,False,7,7,5664.35,8,8,10418.32,7,7,10,LOW
ACC100867,1170,Individual,Hyderabad,Pending,False,7,7,18124.989999999998,9,9,10421.41,7,7,10,LOW
ACC100503,1207,Business,Pune,Verified,False,8,8,16041.84,4,4,4612.07,8,8,10,LOW
ACC100504,1686,Business,Mumbai,Verified,False,9,9,18762.7,6,6,11418.26,9,9,10,LOW
ACC100505,1201,Business,Kolkata,Verified,False,7,7,16967.28,6,6,8163.06,7,7,10,LOW
ACC100495,643,Business,Pune,Pending,False,8,8,14159.130000000001,6,6,4667.83,8,8,10,LOW
ACC100497,1248,Business,Bengaluru,Verified,False,7,7,25006.86,9,9,12661.29,7,6,10,LOW
ACC100480,274,Individual,Chennai,Verified,False,8,8,21470.63,6,6,6206.84,8,8,10,LOW
ACC100484,1400,Individual,Chennai,Verified,False,7,7,11905.62,7,7,34815.77,7,7,10,LOW
ACC100483,860,Business,Chennai,Verified,False,9,9,33037.21,8,8,16948.77,9,9,10,LOW
ACC100485,153,Individual,Pune,Verified,False,3,3,4388.85,11,11,14813.8,3,3,10,LOW
ACC100486,894,Individual,Pune,Pending,False,5,5,15915.46,8,8,10206.36,5,5,10,LOW
ACC100874,2327,Business,Hyderabad,Verified,False,9,9,12858.0,5,5,3841.3999999999996,9,9,10,LOW
ACC100456,1132,Individual,Pune,Verified,False,9,9,15478.77,8,8,26491.769999999997,9,9,10,LOW
ACC100458,987,Business,Delhi,Verified,False,8,8,6330.94,6,6,19828.239999999998,8,8,10,LOW
ACC100872,882,Individual,Ahmedabad,Verified,False,7,7,19244.04,8,8,39092.130000000005,7,7,10,LOW
ACC100439,1640,Business,Delhi,Verified,False,7,7,20986.61,1,1,326.43,7,7,10,LOW
ACC100883,1075,Individual,Ahmedabad,Verified,False,7,7,41083.13,9,9,22776.93,7,7,10,LOW
ACC100443,785,Business,Hyderabad,Verified,False,7,7,21956.879999999997,4,4,10439.79,7,7,10,LOW
ACC100453,685,Business,Pune,Verified,False,8,8,16653.67,9,9,45884.5,8,8,10,LOW
ACC100351,1605,Individual,Pune,Verified,False,8,8,20640.8,7,7,17399.89,8,8,10,LOW
ACC100424,2217,Business,Kolkata,Pending,False,8,8,23083.350000000002,7,7,13383.960000000001,8,8,10,LOW
ACC100413,1791,Individual,Pune,Verified,False,6,6,5248.25,8,8,12515.65,6,6,10,LOW
ACC100416,1025,Business,Mumbai,Verified,False,9,9,21624.1,9,9,13852.64,9,9,10,LOW
ACC100419,345,Business,Delhi,Verified,False,5,5,4764.33,8,8,14152.2,5,5,10,LOW
ACC100391,2304,Business,Kolkata,Verified,False,8,8,43020.729999999996,6,6,19078.28,8,8,10,LOW
ACC100395,1253,Business,Mumbai,Verified,False,8,8,29817.03,7,7,19988.83,8,8,10,LOW
ACC100399,1783,Business,Pune,Verified,False,8,8,14113.33,9,9,29266.05,8,8,10,LOW
ACC100376,1941,Individual,Hyderabad,Pending,False,8,8,16321.45,9,9,47752.76,8,8,10,LOW
ACC100361,645,Individual,Mumbai,Verified,False,8,8,53013.85,7,7,19517.739999999998,8,8,10,LOW
ACC100362,1139,Individual,Kolkata,Verified,False,7,7,20434.199999999997,9,9,30270.52,7,7,10,LOW
ACC100890,2479,Business,Mumbai,Verified,False,9,9,20270.13,9,9,9380.23,9,9,10,LOW
ACC100893,584,Individual,Pune,Verified,False,7,7,16801.010000000002,7,7,19286.7,7,7,10,LOW
ACC100896,2202,Individual,Hyderabad,Verified,False,5,5,3744.56,7,7,11546.15,5,4,10,LOW
ACC100900,830,Individual,Kolkata,Verified,False,8,8,13255.99,6,6,22009.04,8,8,10,LOW
ACC100350,2321,Business,Ahmedabad,Verified,False,7,7,29290.55,9,9,5683.72,7,7,10,LOW
ACC100325,534,Business,Pune,Pending,False,9,9,39770.090000000004,9,9,41774.57,9,9,10,LOW
ACC100355,783,Individual,Hyderabad,Pending,False,9,9,12102.38,8,8,11690.630000000001,9,9,10,LOW
ACC100331,409,Business,Bengaluru,Pending,False,8,8,20009.850000000002,8,8,10308.69,8,8,10,LOW
ACC100333,1916,Business,Mumbai,Verified,False,6,6,11862.76,8,8,29283.789999999997,6,6,10,LOW
ACC100336,843,Individual,Hyderabad,Verified,False,9,9,18386.71,7,7,26327.64,9,8,10,LOW
ACC100337,1833,Individual,Pune,Verified,False,5,5,3113.52,8,8,16027.64,5,5,10,LOW
ACC100319,1715,Individual,Pune,Verified,False,9,9,22135.75,9,9,18783.89,9,9,10,LOW
ACC100324,2465,Individual,Delhi,Pending,False,10,9,44138.83,4,4,3813.79,10,10,10,LOW
ACC100905,2448,Business,Pune,Verified,False,10,9,9078.130000000001,7,7,10395.78,10,10,10,LOW
ACC100299,1149,Individual,Hyderabad,Pending,False,9,9,15983.810000000001,6,6,16876.420000000002,9,9,10,LOW
ACC100302,990,Individual,Bengaluru,Pending,False,6,6,9860.4,9,9,10680.86,6,6,10,LOW
ACC100308,1768,Business,Pune,Pending,False,7,7,8499.59,9,9,22044.5,7,6,10,LOW
ACC100287,1253,Individual,Chennai,Verified,False,3,3,5027.4400000000005,10,10,27467.129999999997,3,3,10,LOW
ACC100283,668,Business,Hyderabad,Verified,False,8,8,9239.69,9,9,10713.39,8,8,10,LOW
ACC100293,2337,Business,Ahmedabad,Verified,False,5,5,12785.16,8,8,12968.720000000001,5,5,10,LOW
ACC100264,649,Individual,Kolkata,Verified,False,8,8,15798.73,6,6,9325.1,8,7,10,LOW
ACC100093,1806,Business,Hyderabad,Verified,False,7,7,13233.15,9,9,26302.239999999998,7,7,10,LOW
ACC100153,327,Individual,Hyderabad,Verified,False,5,5,3197.68,6,6,22245.68,5,5,10,LOW
ACC100277,807,Business,Bengaluru,Verified,False,9,9,13740.15,8,8,25160.65,9,9,10,LOW
ACC100247,1894,Individual,Delhi,Verified,False,3,3,3892.87,12,12,35685.05,3,3,10,LOW
ACC100259,1929,Business,Mumbai,Verified,False,3,3,5880.49,14,14,13335.01,3,3,10,LOW
ACC100231,2265,Business,Mumbai,Verified,False,7,7,25607.22,6,6,4786.67,7,7,10,LOW
ACC100242,113,Business,Bengaluru,Verified,False,6,6,10359.53,6,6,9438.539999999999,6,6,10,LOW
ACC100243,263,Business,Ahmedabad,Verified,False,4,4,4436.95,9,9,49080.2,4,4,10,LOW
ACC100244,1506,Individual,Kolkata,Pending,False,8,8,11281.39,8,8,22669.489999999998,8,8,10,LOW
ACC100245,108,Individual,Ahmedabad,Verified,False,7,7,18808.61,6,6,19908.77,7,7,10,LOW
ACC100920,1287,Individual,Kolkata,Verified,False,8,8,16850.44,9,9,10232.6,8,8,10,LOW
ACC100924,1668,Individual,Mumbai,Verified,False,5,5,5371.85,7,7,7740.1,5,5,10,LOW
ACC100925,1875,Individual,Mumbai,Verified,False,3,3,17211.79,10,10,26001.72,3,3,10,LOW
ACC100927,1942,Business,Pune,Pending,False,5,5,8024.87,5,5,7607.01,5,5,10,LOW
ACC100934,2381,Business,Bengaluru,Verified,False,7,7,12767.880000000001,8,8,14880.470000000001,7,6,10,LOW
ACC100219,2201,Individual,Bengaluru,Verified,False,9,9,14247.09,8,8,10791.41,9,9,10,LOW
ACC100220,2403,Individual,Chennai,Verified,False,9,9,16749.86,9,9,18519.59,9,9,10,LOW
ACC100230,1692,Individual,Chennai,Verified,False,9,9,14040.880000000001,7,7,26568.510000000002,9,9,10,LOW
ACC100201,1379,Business,Hyderabad,Verified,False,8,8,16580.36,7,7,6109.4,8,8,10,LOW
ACC100205,1744,Business,Hyderabad,Verified,False,4,4,5396.75,8,8,10717.58,4,4,10,LOW
ACC100206,1853,Individual,Pune,Verified,False,9,9,47942.89,6,6,7583.82,9,9,10,LOW
ACC100207,498,Individual,Hyderabad,Verified,False,8,8,9167.47,9,9,12788.67,8,8,10,LOW
ACC100211,650,Business,Bengaluru,Verified,False,10,9,20275.21,7,7,11299.09,10,10,10,LOW
ACC100213,1979,Business,Delhi,Pending,False,9,9,9163.630000000001,9,9,9463.16,9,9,10,LOW
ACC100187,410,Individual,Kolkata,Verified,False,9,9,71299.76,9,9,17099.59,9,9,10,LOW
ACC100188,776,Business,Ahmedabad,Pending,False,6,6,10515.05,7,7,8410.84,6,6,10,LOW
ACC100191,207,Business,Hyderabad,Pending,False,9,9,31218.64,9,9,13868.16,9,9,10,LOW
ACC100196,196,Business,Bengaluru,Verified,False,9,9,20730.34,6,6,7636.59,9,8,10,LOW
ACC100941,1693,Individual,Chennai,Verified,False,9,9,9359.49,9,9,16078.76,9,9,10,LOW
ACC100946,824,Business,Kolkata,Pending,False,8,8,5670.57,6,6,9500.0,8,8,10,LOW
ACC100949,372,Individual,Chennai,Verified,False,7,7,11897.710000000001,8,8,20239.22,7,7,10,LOW
ACC100173,864,Individual,Bengaluru,Verified,False,6,6,31963.48,9,9,11769.32,6,6,10,LOW
ACC100043,251,Individual,Hyderabad,Verified,False,8,8,27597.379999999997,7,7,7656.22,8,8,10,LOW
ACC100071,888,Individual,Kolkata,Verified,False,9,9,11387.58,6,6,17089.69,9,9,10,LOW
ACC100155,693,Business,Kolkata,Verified,False,8,8,8663.42,9,9,24735.18,8,8,10,LOW
ACC100163,2499,Individual,Ahmedabad,Verified,False,9,9,17992.77,9,9,109135.51000000001,9,9,10,LOW
ACC100166,1646,Business,Delhi,Verified,False,9,9,8825.84,8,8,17237.28,9,9,10,LOW
ACC100141,1506,Individual,Kolkata,Verified,False,6,5,21800.27,9,9,10592.98,6,6,10,LOW
ACC100144,1410,Individual,Ahmedabad,Verified,False,9,9,15939.57,7,7,11016.2,9,9,10,LOW
ACC100148,1292,Business,Hyderabad,Verified,False,9,9,11979.25,4,4,9706.369999999999,9,9,10,LOW
ACC100122,1933,Business,Bengaluru,Verified,False,7,7,8953.79,9,9,25045.79,7,7,10,LOW
ACC100125,1688,Business,Chennai,Pending,False,7,7,7598.42,5,5,10164.51,7,7,10,LOW
ACC100127,1069,Individual,Hyderabad,Pending,False,6,6,37985.11,9,9,22046.71,6,6,10,LOW
ACC100134,1653,Business,Mumbai,Verified,False,7,7,11717.83,9,9,17468.72,7,7,10,LOW
ACC100951,2275,Individual,Chennai,Pending,False,6,6,7585.48,7,7,13365.18,6,6,10,LOW
ACC100953,994,Individual,Chennai,Pending,False,9,9,13979.619999999999,9,9,23017.25,9,9,10,LOW
ACC100964,1440,Business,Pune,Verified,False,9,9,8810.21,8,8,11943.77,9,9,10,LOW
ACC100091,2346,Individual,Chennai,Verified,False,5,5,6681.820000000001,7,7,20629.59,5,5,10,LOW
ACC100976,211,Business,Kolkata,Verified,False,4,4,3694.12,8,8,17397.68,4,4,10,LOW
ACC100035,656,Business,Pune,Verified,False,6,6,8359.46,7,7,6667.98,6,6,10,LOW
ACC100072,1086,Business,Chennai,Pending,False,8,8,12282.81,9,9,37658.37,8,8,10,LOW
ACC100077,389,Individual,Mumbai,Verified,False,9,9,18263.75,5,5,6818.05,9,9,10,LOW
ACC100056,1510,Individual,Ahmedabad,Verified,False,9,9,24157.079999999998,8,8,23123.91,9,8,10,LOW
ACC100063,1005,Individual,Ahmedabad,Verified,False,7,7,14353.01,6,6,20942.37,7,7,10,LOW
ACC100067,1285,Individual,Mumbai,Verified,False,8,8,29111.27,9,9,19004.370000000003,8,8,10,LOW
ACC100040,610,Individual,Bengaluru,Verified,False,9,9,12214.34,5,5,11733.21,9,9,10,LOW
ACC100979,946,Business,Pune,Verified,False,9,9,9897.119999999999,9,9,12026.55,9,9,10,LOW
ACC100977,2370,Business,Chennai,Verified,False,3,3,1988.92,11,11,15387.560000000001,3,3,10,LOW
ACC100037,2224,Business,Bengaluru,Verified,False,9,9,10459.02,7,7,16355.91,9,9,10,LOW
ACC100968,2477,Business,Delhi,Pending,False,9,9,28054.800000000003,7,7,13206.56,9,9,10,LOW
ACC100004,1648,Individual,Hyderabad,Verified,False,3,3,3347.0,19,19,32348.55,3,3,10,LOW
ACC100610,1812,Business,Chennai,Verified,False,3,3,2419.34,8,8,12020.27,3,3,0,LOW
ACC100657,633,Business,Hyderabad,Verified,False,2,2,11585.619999999999,7,7,35709.39,2,2,0,LOW
ACC100501,963,Individual,Pune,Verified,False,3,3,3908.93,9,9,13864.06,3,3,0,LOW
